Id,Class
1159,5
1160,6
1161,6
1162,8
1163,4
1164,3
1165,0
1166,0
1167,9
1168,6
1169,5
1170,5
1171,7
1172,5
1173,7
1174,8
1175,0
1176,0
1177,9
1178,6
1179,5
1180,8
1181,3
1182,0
1183,3
1184,5
1185,3
1186,7
1187,5
1188,2
1189,6
1190,1
1191,3
1192,7
1193,5
1194,7
1195,2
1196,6
1197,8
1198,4
1199,0
1200,6
1201,8
1202,9
1203,6
1204,7
1205,1
1206,1
1207,8
1208,1
1209,7
1210,8
1211,9
1212,7
1213,0
1214,9
1215,0
1216,6
1217,7
1218,7
1219,9
1220,3
1221,3
1222,4
1223,8
1224,1
1225,0
1226,9
1227,3
1228,7
1229,7
1230,0
1231,5
1232,2
1233,9
1234,0
1235,0
1236,2
1237,6
1238,6
1239,5
1240,7
1241,9
1242,2
1243,6
1244,7
1245,2
1246,2
1247,6
1248,1
1249,2
1250,5
1251,4
1252,5
1253,1
1254,2
1255,6
1256,7
1257,9
1258,5
1259,5
1260,6
1261,0
1262,0
1263,2
1264,2
1265,5
1266,0
1267,2
1268,0
1269,4
1270,7
1271,0
1272,9
1273,1
1274,3
1275,1
1276,4
1277,8
1278,2
1279,4
1280,8
1281,0
1282,7
1283,2
1284,1
1285,8
1286,0
1287,0
1288,5
1289,4
1290,7
1291,3
1292,1
1293,4
1294,9
1295,2
1296,9
1297,2
1298,1
1299,6
1300,0
1301,9
1302,2
1303,3
1304,2
1305,8
1306,9
1307,7
1308,5
1309,2
1310,0
1311,0
1312,0
1313,2
1314,1
1315,8
1316,0
1317,3
1318,4
1319,4
1320,4
1321,5
1322,8
1323,4
1324,0
1325,5
1326,5
1327,1
1328,2
1329,9
1330,0
1331,6
1332,2
1333,5
1334,5
1335,7
1336,3
1337,7
1338,0
1339,2
1340,9
1341,3
1342,1
1343,0
1344,6
1345,0
1346,0
1347,2
1348,5
1349,1
1350,6
1351,8
1352,8
1353,3
1354,0
1355,6
1356,8
1357,5
1358,1
1359,4
1360,9
1361,0
1362,7
1363,8
1364,5
1365,5
1366,9
1367,7
1368,2
1369,7
1370,8
1371,0
1372,1
1373,0
1374,3
1375,2
1376,8
1377,2
1378,2
1379,5
1380,3
1381,9
1382,0
1383,3
1384,8
1385,7
1386,4
1387,3
1388,4
1389,7
1390,2
1391,8
1392,2
1393,5
1394,0
1395,2
1396,0
1397,8
1398,7
1399,6
1400,3
1401,6
1402,3
1403,5
1404,5
1405,2
1406,9
1407,3
1408,3
1409,1
1410,6
1411,0
1412,2
1413,9
1414,3
1415,0
1416,5
1417,3
1418,4
1419,5
1420,5
1421,4
1422,5
1423,7
1424,6
1425,2
1426,2
1427,5
1428,8
1429,4
1430,5
1431,4
1432,7
1433,3
1434,3
1435,9
1436,3
1437,5
1438,7
1439,3
1440,8
1441,0
1442,5
1443,4
1444,3
1445,8
1446,5
1447,4
1448,3
1449,3
1450,7
1451,1
1452,7
1453,0
1454,8
1455,1
1456,8
1457,9
1458,2
1459,2
1460,5
1461,9
1462,0
1463,5
1464,3
1465,5
1466,9
1467,6
1468,6
1469,7
1470,5
1471,3
1472,3
1473,0
1474,3
1475,0
1476,0
1477,2
1478,3
1479,6
1480,1
1481,6
1482,1
1483,5
1484,5
1485,5
1486,1
1487,3
1488,6
1489,7
1490,7
1491,6
1492,5
1493,3
1494,3
1495,9
1496,0
1497,9
1498,2
1499,9
1500,9
1501,5
1502,3
1503,2
1504,9
1505,7
1506,1
1507,8
1508,8
1509,4
1510,2
1511,2
1512,0
1513,7
1514,7
1515,2
1516,6
1517,8
1518,3
1519,1
1520,7
1521,0
1522,3
1523,9
1524,5
1525,5
1526,5
1527,0
1528,3
1529,0
1530,3
1531,0
1532,8
1533,1
1534,1
1535,1
1536,3
1537,6
1538,3
1539,4
1540,3
1541,8
1542,4
1543,1
1544,5
1545,0
1546,7
1547,5
1548,8
1549,0
1550,3
1551,0
1552,3
1553,2
1554,9
1555,1
1556,7
1557,3
1558,1
1559,5
1560,8
1561,7
1562,1
1563,1
1564,1
1565,6
1566,7
1567,0
1568,9
1569,0
1570,3
1571,7
1572,3
1573,6
1574,2
1575,6
1576,2
1577,4
1578,1
1579,3
1580,8
1581,4
1582,8
1583,8
1584,3
1585,2
1586,3
1587,3
1588,6
1589,5
1590,5
1591,0
1592,0
1593,5
1594,5
1595,2
1596,6
1597,5
1598,2
1599,0
1600,0
1601,7
1602,2
1603,0
1604,0
1605,9
1606,0
1607,9
1608,0
1609,2
1610,7
1611,7
1612,7
1613,2
1614,5
1615,5
1616,4
1617,8
1618,6
1619,3
1620,3
1621,2
1622,6
1623,0
1624,9
1625,9
1626,0
1627,0
1628,0
1629,4
1630,3
1631,7
1632,6
1633,5
1634,2
1635,1
1636,5
1637,4
1638,3
1639,1
1640,1
1641,4
1642,5
1643,2
1644,8
1645,8
1646,2
1647,8
1648,5
1649,5
1650,9
1651,5
1652,2
1653,9
1654,1
1655,8
1656,7
1657,5
1658,1
1659,8
1660,8
1661,8
1662,7
1663,8
1664,7
1665,0
1666,3
1667,6
1668,5
1669,2
1670,1
1671,2
1672,0
1673,1
1674,0
1675,7
1676,5
1677,7
1678,8
1679,9
1680,5
1681,5
1682,6
1683,7
1684,6
1685,8
1686,2
1687,7
1688,9
1689,6
1690,5
1691,2
1692,0
1693,6
1694,1
1695,1
1696,2
1697,6
1698,7
1699,5
1700,4
1701,1
1702,0
1703,9
1704,0
1705,0
1706,9
1707,5
1708,3
1709,5
1710,3
1711,4
1712,2
1713,4
1714,2
1715,3
1716,5
1717,2
1718,8
1719,8
1720,8
1721,4
1722,9
1723,2
1724,6
1725,9
1726,5
1727,3
1728,5
1729,3
1730,2
1731,1
1732,7
1733,8
1734,2
1735,0
1736,0
1737,8
1738,3
1739,2
1740,3
1741,0
1742,1
1743,8
1744,7
1745,8
1746,5
1747,1
1748,7
1749,3
1750,2
1751,0
1752,4
1753,9
1754,2
1755,5
1756,3
1757,3
1758,7
1759,0
1760,2
1761,0
1762,6
1763,0
1764,0
1765,6
1766,2
1767,7
1768,2
1769,3
1770,8
1771,5
1772,2
1773,9
1774,0
1775,7
1776,7
1777,2
1778,0
1779,2
1780,6
1781,2
1782,0
1783,2
1784,1
1785,7
1786,1
1787,0
1788,4
1789,2
1790,5
1791,5
1792,2
1793,9
1794,5
1795,8
1796,2
1797,1
1798,8
1799,0
1800,5
1801,9
1802,8
1803,5
1804,9
1805,1
1806,5
1807,8
1808,0
1809,3
1810,4
1811,1
1812,9
1813,4
1814,2
1815,6
1816,0
1817,7
1818,3
1819,6
1820,5
1821,0
1822,8
1823,0
1824,8
1825,0
1826,1
1827,6
1828,1
1829,6
1830,8
1831,8
1832,5
1833,2
1834,0
1835,7
1836,2
1837,9
1838,9
1839,1
1840,6
1841,3
1842,8
1843,9
1844,3
1845,5
1846,1
1847,3
1848,4
1849,1
1850,5
1851,8
1852,3
1853,5
1854,6
1855,6
1856,7
1857,5
1858,9
1859,4
1860,2
1861,0
1862,0
1863,8
1864,5
1865,5
1866,2
1867,3
1868,0
1869,2
1870,2
1871,0
1872,0
1873,3
1874,2
1875,4
1876,6
1877,3
1878,5
1879,7
1880,0
1881,3
1882,6
1883,8
1884,3
1885,5
1886,4
1887,5
1888,2
1889,3
1890,8
1891,9
1892,0
1893,1
1894,1
1895,2
1896,6
1897,0
1898,3
1899,9
1900,3
1901,2
1902,8
1903,9
1904,6
1905,0
1906,4
1907,6
1908,3
1909,0
1910,0
1911,9
1912,5
1913,2
1914,0
1915,5
1916,2
1917,3
1918,0
1919,8
1920,0
1921,2
1922,6
1923,6
1924,1
1925,9
1926,2
1927,4
1928,5
1929,6
1930,5
1931,2
1932,2
1933,6
1934,7
1935,8
1936,4
1937,8
1938,8
1939,2
1940,8
1941,2
1942,6
1943,0
1944,3
1945,0
1946,7
1947,5
1948,8
1949,5
1950,8
1951,8
1952,9
1953,4
1954,9
1955,7
1956,8
1957,2
1958,8
1959,1
1960,5
1961,7
1962,1
1963,7
1964,1
1965,1
1966,0
1967,7
1968,7
1969,0
1970,3
1971,1
1972,9
1973,7
1974,3
1975,3
1976,7
1977,8
1978,3
1979,1
1980,1
1981,3
1982,5
1983,0
1984,3
1985,6
1986,2
1987,3
1988,5
1989,4
1990,7
1991,3
1992,2
1993,8
1994,1
1995,6
1996,0
1997,9
1998,1
1999,7
2000,7
2001,1
2002,5
2003,0
2004,5
2005,1
2006,3
2007,3
2008,5
2009,7
2010,5
2011,6
2012,3
2013,5
2014,0
2015,0
2016,3
2017,8
2018,7
2019,1
2020,2
2021,0
2022,8
2023,5
2024,0
2025,8
2026,7
2027,8
2028,8
2029,5
2030,0
2031,6
2032,8
2033,1
2034,8
2035,2
2036,6
2037,5
2038,4
2039,4
2040,2
2041,7
2042,5
2043,8
2044,8
2045,4
2046,9
2047,6
2048,1
2049,0
2050,5
2051,0
2052,2
2053,7
2054,3
2055,1
2056,0
2057,6
2058,3
2059,3
2060,3
2061,8
2062,7
2063,5
2064,6
2065,1
2066,5
2067,2
2068,1
2069,6
2070,3
2071,1
2072,0
2073,1
2074,5
2075,2
2076,9
2077,8
2078,8
2079,0
2080,4
2081,2
2082,6
2083,0
2084,0
2085,1
2086,8
2087,7
2088,1
2089,3
2090,9
2091,6
2092,9
2093,1
2094,3
2095,9
2096,3
2097,4
2098,7
2099,9
2100,7
2101,3
2102,8
2103,5
2104,2
2105,2
2106,8
2107,7
2108,5
2109,1
2110,7
2111,6
2112,3
2113,1
2114,6
2115,5
2116,1
2117,8
2118,2
2119,7
2120,6
2121,2
2122,9
2123,7
2124,2
2125,4
2126,8
2127,9
2128,0
2129,8
2130,5
2131,7
2132,9
2133,5
2134,6
2135,2
2136,3
2137,6
2138,3
2139,6
2140,8
2141,5
2142,4
2143,9
2144,9
2145,9
2146,7
2147,0
2148,9
2149,6
2150,5
2151,9
2152,3
2153,8
2154,5
2155,8
2156,0
2157,2
2158,5
2159,5
2160,2
2161,7
2162,7
2163,8
2164,9
2165,0
2166,0
2167,0
2168,1
2169,8
2170,5
2171,0
2172,4
2173,4
2174,8
2175,7
2176,9
2177,9
2178,3
2179,6
2180,4
2181,6
2182,1
2183,1
2184,9
2185,3
2186,8
2187,2
2188,7
2189,3
2190,8
2191,2
2192,0
2193,3
2194,6
2195,3
2196,0
2197,6
2198,8
2199,8
2200,2
2201,7
2202,3
2203,1
2204,6
2205,7
2206,1
2207,1
2208,7
2209,0
2210,0
2211,8
2212,2
2213,8
2214,4
2215,0
2216,5
2217,4
2218,7
2219,7
2220,6
2221,7
2222,3
2223,9
2224,6
2225,3
2226,9
2227,7
2228,8
2229,9
2230,2
2231,7
2232,2
2233,5
2234,3
2235,8
2236,7
2237,4
2238,1
2239,2
2240,9
2241,5
2242,8
2243,1
2244,5
2245,7
2246,2
2247,4
2248,6
2249,8
2250,6
2251,7
2252,5
2253,9
2254,1
2255,4
2256,2
2257,9
2258,2
2259,8
2260,3
2261,9
2262,9
2263,0
2264,0
2265,9
2266,7
2267,2
2268,1
2269,6
2270,2
2271,6
2272,1
2273,1
2274,7
2275,1
2276,8
2277,7
2278,7
2279,5
2280,2
2281,8
2282,6
2283,8
2284,5
2285,3
2286,0
2287,4
2288,0
2289,1
2290,5
2291,1
2292,9
2293,9
2294,7
2295,2
2296,3
2297,7
2298,3
2299,6
2300,0
2301,2
2302,2
2303,3
2304,5
2305,6
2306,8
2307,4
2308,9
2309,5
2310,9
2311,2
2312,2
2313,8
2314,9
2315,0
2316,1
2317,2
2318,3
2319,5
2320,0
2321,8
2322,0
2323,4
2324,3
2325,3
2326,2
2327,2
2328,7
2329,8
2330,8
2331,2
2332,5
2333,3
2334,7
2335,5
2336,7
2337,5
2338,0
2339,0
2340,7
2341,2
2342,5
2343,0
2344,6
2345,3
2346,8
2347,9
2348,4
2349,2
2350,0
2351,4
2352,5
2353,7
2354,6
2355,6
2356,0
2357,8
2358,3
2359,5
2360,3
2361,1
2362,2
2363,1
2364,2
2365,0
2366,5
2367,6
2368,0
2369,9
2370,4
2371,1
2372,5
2373,9
2374,5
2375,9
2376,3
2377,8
2378,2
2379,5
2380,0
2381,9
2382,3
2383,1
2384,0
2385,8
2386,3
2387,1
2388,0
2389,8
2390,2
2391,6
2392,0
2393,7
2394,0
2395,5
2396,5
2397,0
2398,3
2399,7
2400,8
2401,7
2402,0
2403,1
2404,8
2405,8
2406,6
2407,9
2408,5
2409,5
2410,2
2411,9
2412,4
2413,9
2414,9
2415,5
2416,4
2417,7
2418,5
2419,9
2420,0
2421,3
2422,3
2423,1
2424,8
2425,7
2426,8
2427,2
2428,8
2429,0
2430,9
2431,3
2432,3
2433,9
2434,2
2435,2
2436,8
2437,0
2438,7
2439,3
2440,0
2441,4
2442,2
2443,2
2444,1
2445,3
2446,1
2447,2
2448,0
2449,8
2450,7
2451,1
2452,7
2453,7
2454,5
2455,5
2456,3
2457,1
2458,8
2459,5
2460,2
2461,4
2462,6
2463,6
2464,0
2465,8
2466,0
2467,5
2468,1
2469,3
2470,5
2471,8
2472,2
2473,7
2474,7
2475,4
2476,7
2477,4
2478,5
2479,4
2480,2
2481,2
2482,9
2483,5
2484,0
2485,5
2486,5
2487,6
2488,2
2489,0
2490,5
2491,3
2492,8
2493,9
2494,9
2495,9
2496,7
2497,5
2498,1
2499,0
2500,2
2501,3
2502,9
2503,1
2504,7
2505,7
2506,3
2507,6
2508,5
2509,8
2510,0
2511,6
2512,1
2513,7
2514,1
2515,3
2516,0
2517,5
2518,9
2519,9
2520,5
2521,8
2522,1
2523,5
2524,0
2525,4
2526,2
2527,3
2528,9
2529,9
2530,8
2531,9
2532,6
2533,1
2534,2
2535,8
2536,9
2537,7
2538,2
2539,3
2540,4
2541,6
2542,7
2543,8
2544,7
2545,7
2546,0
2547,3
2548,1
2549,1
2550,3
2551,5
2552,5
2553,5
2554,8
2555,8
2556,2
2557,2
2558,5
2559,0
2560,8
2561,6
2562,2
2563,2
2564,8
2565,7
2566,8
2567,6
2568,7
2569,2
2570,6
2571,8
2572,1
2573,3
2574,2
2575,6
2576,7
2577,0
2578,9
2579,0
2580,0
2581,5
2582,2
2583,8
2584,0
2585,8
2586,7
2587,1
2588,6
2589,5
2590,0
2591,2
2592,6
2593,8
2594,8
2595,3
2596,8
2597,1
2598,2
2599,1
2600,9
2601,3
2602,3
2603,6
2604,0
2605,8
2606,0
2607,1
2608,9
2609,9
2610,2
2611,8
2612,2
2613,5
2614,7
2615,8
2616,2
2617,1
2618,3
2619,0
2620,0
2621,2
2622,1
2623,5
2624,0
2625,2
2626,9
2627,8
2628,1
2629,7
2630,2
2631,5
2632,6
2633,5
2634,4
2635,8
2636,1
2637,8
2638,5
2639,7
2640,3
2641,5
2642,2
2643,2
2644,5
2645,4
2646,8
2647,8
2648,4
2649,1
2650,1
2651,3
2652,5
2653,3
2654,8
2655,3
2656,0
2657,6
2658,8
2659,8
2660,0
2661,9
2662,0
2663,4
2664,2
2665,8
2666,5
2667,7
2668,2
2669,0
2670,0
2671,9
2672,8
2673,6
2674,9
2675,0
2676,2
2677,2
2678,5
2679,5
2680,8
2681,5
2682,8
2683,8
2684,9
2685,1
2686,7
2687,8
2688,1
2689,0
2690,3
2691,7
2692,5
2693,5
2694,6
2695,7
2696,5
2697,0
2698,6
2699,8
2700,5
2701,1
2702,5
2703,2
2704,5
2705,2
2706,5
2707,4
2708,0
2709,7
2710,7
2711,5
2712,9
2713,3
2714,0
2715,6
2716,1
2717,7
2718,8
2719,5
2720,2
2721,5
2722,8
2723,1
2724,5
2725,3
2726,6
2727,2
2728,1
2729,8
2730,5
2731,1
2732,9
2733,0
2734,8
2735,2
2736,0
2737,8
2738,2
2739,4
2740,7
2741,6
2742,8
2743,4
2744,2
2745,4
2746,4
2747,8
2748,7
2749,3
2750,5
2751,7
2752,8
2753,3
2754,9
2755,7
2756,1
2757,2
2758,2
2759,5
2760,2
2761,3
2762,4
2763,5
2764,0
2765,9
2766,2
2767,8
2768,2
2769,7
2770,8
2771,3
2772,1
2773,2
2774,5
2775,7
2776,5
2777,0
2778,3
2779,8
2780,1
2781,2
2782,3
2783,2
2784,3
2785,7
2786,2
2787,5
2788,3
2789,5
2790,2
2791,2
2792,5
2793,9
2794,9
2795,5
2796,9
2797,3
2798,0
2799,7
2800,1
2801,5
2802,3
2803,3
2804,5
2805,2
2806,3
2807,8
2808,5
2809,9
2810,7
2811,0
2812,3
2813,5
2814,3
2815,3
2816,2
2817,9
2818,8
2819,8
2820,0
2821,2
2822,8
2823,1
2824,4
2825,4
2826,7
2827,7
2828,0
2829,2
2830,0
2831,4
2832,6
2833,7
2834,1
2835,7
2836,2
2837,4
2838,3
2839,5
2840,6
2841,1
2842,1
2843,8
2844,9
2845,1
2846,3
2847,9
2848,5
2849,5
2850,5
2851,7
2852,8
2853,0
2854,3
2855,1
2856,5
2857,7
2858,2
2859,8
2860,7
2861,7
2862,5
2863,6
2864,5
2865,1
2866,6
2867,0
2868,0
2869,1
2870,8
2871,6
2872,6
2873,0
2874,5
2875,7
2876,4
2877,1
2878,0
2879,1
2880,7
2881,3
2882,7
2883,8
2884,0
2885,4
2886,5
2887,0
2888,3
2889,2
2890,9
2891,8
2892,9
2893,9
2894,7
2895,3
2896,5
2897,0
2898,5
2899,7
2900,4
2901,7
2902,2
2903,0
2904,1
2905,6
2906,8
2907,0
2908,6
2909,0
2910,7
2911,8
2912,0
2913,5
2914,6
2915,9
2916,2
2917,6
2918,6
2919,7
2920,3
2921,5
2922,5
2923,6
2924,9
2925,1
2926,7
2927,7
2928,3
2929,1
2930,2
2931,7
2932,8
2933,9
2934,0
2935,5
2936,7
2937,6
2938,7
2939,0
2940,6
2941,7
2942,3
2943,4
2944,0
2945,6
2946,5
2947,3
2948,5
2949,6
2950,0
2951,0
2952,7
2953,5
2954,5
2955,5
2956,3
2957,5
2958,2
2959,0
2960,6
2961,9
2962,2
2963,1
2964,0
2965,2
2966,9
2967,0
2968,5
2969,7
2970,1
2971,7
2972,2
2973,1
2974,8
2975,6
2976,2
2977,9
2978,2
2979,5
2980,5
2981,4
2982,1
2983,8
2984,1
2985,1
2986,4
2987,4
2988,2
2989,1
2990,1
2991,0
2992,2
2993,0
2994,2
2995,4
2996,8
